id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,colorGroup
46045,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Gold Earrings,Metallic
47197,Men,Footwear,Sandal,Sandals,Black,Summer,2010.0,Casual,Franco Leone Men Black Sandals,Neutral
34465,Unisex,Accessories,Bags,Backpacks,Black,Summer,2010.0,Casual,ADIDAS Unisex Black BP Tone Backpack,Neutral
31325,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Printed Purple Kurta,Cool
8118,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Khaki Canvas Brown Belts,Warm
43705,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012.0,Ethnic,Royal Diadem White Jewellery Set,Neutral
13075,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Numero Uno Men Black Shoes,Neutral
7150,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Scullers For Her Women's Wow Knit Black Purple Top,Neutral
35785,Women,Footwear,Shoes,Flats,Orange,Summer,2012.0,Casual,Enroute Women Coral Shoes,Warm
46277,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,109F Red & White A-Line Dress,Warm
16507,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,Cool
8924,Men,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Puma Men Cat  Black Belt,Neutral
22732,Men,Footwear,Shoes,Sports Shoes,Olive,Fall,2011.0,Sports,Nike Men Air Max Conquer ACG Olive Sports Boot,Cool
28208,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Ray-Ban Men Active Lifestyle Metallic Sunglasses,Other
50312,Men,Accessories,Ties,Ties,Lavender,Summer,2012.0,Formal,Park Avenue Men Lavender Tie,Cool
6082,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Men's Polo Neck Blue T-shirt,Cool
13849,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Check White Shirts,Neutral
44520,Men,Footwear,Sandal,Sandals,Khaki,Summer,2012.0,Casual,Coolers Men Khaki Sandals,Warm
53597,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M086J001Y,Neutral
20065,Women,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Belt,Neutral
39974,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2014.0,Casual,Gas Men Brown Lear Shoes,Warm
15382,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,Fila Men Terra Navy Blue Slippers,Cool
52445,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Pink & Black Nightdress,Warm
57137,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Elle Women Khaki Trousers,Warm
58943,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Taylor of London Women Panache Perfume,Cool
33472,Women,Accessories,Belts,Belts,Bronze,Summer,2012.0,Casual,Baggit Women Chapati Jassy Bronze Belt,Metallic
20859,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Women Casual Brown Sunglasses,Warm
40180,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses,Neutral
59891,Women,Apparel,Topwear,Shirts,Multi,Fall,2012.0,Casual,Femella Women Multi Coloured Shirt,Other
11722,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Lee Men Check Red Shirts,Warm
14096,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Stripes Blue Tshirts,Cool
53751,Women,Apparel,Bottomwear,Track Pants,Mauve,Summer,2012.0,Casual,ADIDAS Women Mauve Track Pant,Other
45634,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Park Avenue Men Black Swank Briefs,Neutral
4513,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Unisex Brooklyn Black Shoe,Neutral
52683,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Morellato Men Silver Dial Watch,Metallic
15144,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Sport Men Self-Stripes White Shirts,Neutral
10436,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Pink Polo Tshirts,Warm
24603,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Vishudh Women White Printed Kurta,Neutral
56223,Men,Apparel,Loungewear and Nightwear,Night suits,Brown,Summer,2016.0,Casual,SDL by Sweet Dreams Men Brown Pyjama Set,Warm
32766,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt,Neutral
3736,Unisex,Accessories,Headwear,Caps,Orange,Fall,2010.0,Casual,Lotto Unisex Kochi Tuskers Orange Cap,Warm
29920,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Chronograph Watch PL12699JSB,Neutral
42411,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Basics Men Charcoal Hip Brief,Other
12361,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Solid Blue Shirts,Cool
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,Warm
26154,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers,Neutral
27086,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Women Black Casual Flats,Neutral
54574,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurti,Cool
51006,Women,Apparel,Innerwear,Bra,Brown,Summer,2017.0,Casual,Enamor Brown Bra,Warm
35543,Girls,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Enroute Teens Black Sandals,Neutral
7396,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Grey Casual Shoes,Neutral
26968,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Check Purple Top,Cool
47163,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,Neutral
6244,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Women's Rihana Black T-shirt,Neutral
48917,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015.0,Casual,Lucera Women Silver Pendant,Metallic
17613,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boys Catch Me Red Tshirt,Warm
12153,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurtas,Cool
26366,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,Arrow Woman Pink Shirt,Warm
3504,Men,Footwear,Sandal,Sandals,Brown,Fall,2010.0,Casual,ADIDAS Men Spry Wine Black Sandal,Warm
42623,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Women Earrings,Metallic
48319,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2012.0,Casual,Pitaraa Golden Omelette Thin Bracelet,Metallic
30203,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Nike Unisex Legend Black Duffle Bag,Neutral
13081,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Numero Uno Men White Casual Shoes,Neutral
18469,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Reebok Reeplay Men Perfumes,Neutral
46283,Women,Apparel,Topwear,Tunics,White,Summer,2012.0,Casual,109F Women White Tunic,Neutral
23614,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Nike Fragrances Men Basic Perfume 75 ml,Neutral
9802,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,Scullers For Her Women Scullers Top Navy Blue Tops,Cool
17421,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,CASIO ENTICER Men White Dial Analogue Watch A417,Other
47351,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Bag,Neutral
6076,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Polo Neck Striper White Yellow T-shirt,Neutral
53563,Unisex,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Unisex White Analog Dial Watches,Neutral
20091,Women,Apparel,Topwear,Sweaters,Grey,Summer,2012.0,Casual,United Colors of Benetton Women Grey Sweater,Neutral
40948,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Rodeo T-shirt,Neutral
21143,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,s.Oliver Women Solid Purple Top,Cool
15376,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men Fila Boston White Sports Shoes,Neutral
39980,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Gas Men Flint Brown Shoes,Warm
59059,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Global Desi Women Green Kurta,Cool
45406,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Rocia Women Black Sandals,Neutral
4721,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Royal Sailing Red Teen Kidswear,Warm
10604,Unisex,Accessories,Headwear,Caps,Red,Fall,2011.0,Sports,Nike Unisex Tennis Red Caps,Warm
33486,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Kids Girl Printed Blue Dress,Cool
40174,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses,Neutral
32554,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Playboy Men Black Shoes,Neutral
56011,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,2017.0,Casual,Colorbar Soft Touch Rhinestone Lipstick 045,Warm
43395,Men,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Lino Perros Men Navy Blue Wallet,Cool
17879,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Levis Men Comfort Style Green Innerwear Vest,Cool
30667,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Park Avenue Men Copper Sunglasses,Metallic
12537,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Track Pants,Neutral
26702,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women White Court Shuttle Shoes,Neutral
8588,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts,Cool
3160,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men's Dual Fusion White Shoe,Neutral
42247,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Sepia Women Green Top,Cool
23270,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Maxima Ssteele Men Blue Watch,Cool
28698,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,W Women Printed Brown Kurta,Warm
17045,Men,Footwear,Sandal,Sandals,Brown,Spring,2013.0,Casual,Gas Men Aventura Sandal,Warm
18831,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Formal,Peter England Men Formal Brown Belt,Warm
6412,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Blue Shoe,Cool
35315,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Metallic
51650,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Fossil Men Brown Dial Chronograph Watch FS4608,Warm
16197,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Puma Men Rugby Green TShirt,Cool
21527,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Kiara Women Rosetti White Handbag,Neutral
36590,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Provogue Men Eternity Red Shirt,Warm
4345,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men's Mythos White Navy Shoe,Neutral
24869,Men,Accessories,Mufflers,Mufflers,Blue,Fall,2011.0,Casual,Reid & Taylor Men Assorted Check Muffler,Cool
53107,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings,Metallic
25187,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Brown Handbag,Warm
56475,Women,Personal Care,Nails,Nail Polish,Beige,Spring,2017.0,Casual,Streetwear Delight Nail Polish 22,Neutral
10260,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,John Miller Men Line Grey Trousers,Neutral
24055,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Locomotive Men Grey Striped T-shirt,Neutral
1637,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men White Cricket Shoes,Neutral
40510,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Titan Men Cream Dial Watch,Neutral
45250,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Digital Watch AE-2000W-1AVDF(D083),Neutral
21715,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Casual Shoes,Cool
15520,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Rockport Men CV Wing Black Casual Shoes,Neutral
44382,Men,Personal Care,Fragrance,Deodorant,Green,Spring,2017.0,Casual,ADIDAS Men Pure Game Deo,Cool
11180,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Carrera Men White Dial Watch,Warm
56647,Women,Apparel,Topwear,Kurtis,Pink,Fall,2012.0,Ethnic,Mumbai Slang Women Pink Kurti,Warm
38638,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Printed Black T-shirt,Neutral
57795,Women,Personal Care,Skin Care,Face Wash and Cleanser,Red,Spring,2017.0,Casual,Lotus Herbals Pomegranate & Plum Skin Polisher,Warm
10052,Women,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Puma Women Trunk Black Shorts,Neutral
5899,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Puma Men's Mid Spill Black Shoe,Neutral
24267,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Check Shirt,Cool
54110,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,Neutral
2280,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Womens Sphere Pink T-shirt,Warm
3352,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Myntra Men's I Am Not Lazy Yellow T-shirt,Warm
31587,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Mark Taylor Men Printed Black T-shirt,Neutral
42075,Men,Accessories,Wallets,Wallets,Black,Summer,2015.0,Casual,American Tourister Men Black Wallet,Neutral
12705,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Air Courtballistic White Sports Shoes,Neutral
26530,Men,Footwear,Shoes,Casual Shoes,Purple,Spring,2013.0,Casual,Gas Men Aishley Greyish Purple Casual Shoes,Cool
47507,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Facit Men White Facit Innerwear Vest,Neutral
6620,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Ridley White Silver Shoe,Neutral
23042,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Arrow Men Navy Blue Trousers,Cool
17277,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Navy Blue Tshirt,Cool
51462,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Tonga Women Brown Top,Warm
42849,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,French Connection Women Black Clutch,Neutral
22190,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Light Brown Casual Shoes,Warm
29578,Unisex,Accessories,Bags,Backpacks,Green,Summer,2012.0,Casual,ADIDAS Unisex Boston Celtics Green Backpack,Cool
35127,Women,Accessories,Jewellery,Necklace and Chains,Metallic,Summer,2012.0,Casual,Allen Solly Woman Metal Necklace,Other
51802,Women,Apparel,Loungewear and Nightwear,Nightdress,Navy Blue,Summer,2016.0,Casual,Bwitch  Navy Blue  Nightdress,Cool
42429,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aurelia  Women Orange Kurta,Warm
29918,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Police Men Grey Dial Watch PL12698JSU,Neutral
48113,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Women Brown Belt,Warm
26950,Women,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,Jealous 21 Women Printed Maroon T-shirt,Warm
46089,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women White Galaxy Arriba Sports Shoes,Neutral
29124,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Puma Men Aquil Black Sports Shoes,Neutral
30835,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Fabindia Women Fushsia Pink Kurta,Warm
27882,Women,Apparel,Topwear,Shirts,Olive,Summer,2012.0,Casual,Scullers For Her Olive Shirt,Cool
1865,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Men Operation Kick,Neutral
58381,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Locomotive Men Grey T-shirt,Neutral
21349,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Pal Zileri Men Casual Metalic Frame Sunglasses,Metallic
59253,Men,Accessories,Watches,Watches,Bronze,Winter,2016.0,Casual,Titan Men Bronze Chronograph Dial Watch,Metallic
14892,Women,Accessories,Bags,Backpacks,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Backpacks,Cool
15940,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Turtle Men Leather Brown Belts,Warm
40970,Men,Footwear,Shoes,Casual Shoes,Red,Winter,2012.0,Casual,Buckaroo Men Red Casual Shoes,Warm
56815,Women,Apparel,Topwear,Tunics,Multi,Summer,2012.0,Casual,Aneri Women Brown Tunic,Other
4719,Girls,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Girl's Fun In The Fair White Teen Kidswear,Neutral
59061,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Global Desi Women Green & Purple Kurta,Cool
52489,Women,Apparel,Innerwear,Camisoles,Skin,Winter,2015.0,Casual,Red Rose Beige Camisole,Other
20895,Men,Footwear,Shoes,Casual Shoes,Orange,Fall,2011.0,Casual,Basics Men Orange Casual Shoes,Warm
24409,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women White & Grey Vanquish Sports Shoes,Neutral
56029,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017.0,Casual,Colorbar Soft Touch Coral Crush Lipstick 022,Warm
21947,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Red Leatherite Handbag,Warm
39184,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurta,Other
19583,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Black Tshirt,Neutral
18451,Women,Personal Care,Fragrance,Fragrance Gift Set,Orange,Spring,2017.0,Casual,Guess Marciano Women Fragrance Gift Set,Warm
6872,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Forever New Women's Lacy Black Dress,Neutral
29316,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,ADIDAS Unisex Power Blue Backpack,Cool
12957,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,ADIDAS Men Grey Sports Shoes,Neutral
47369,Women,Accessories,Bags,Mobile Pouch,Grey,Summer,2012.0,Casual,Baggit Women Grey & Blue Dhamal Mobile Pouch,Neutral
13885,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts,Neutral
17419,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Women Silver Analogue Watches (A378) LTP-2069D-1AVDF,Neutral
25983,Women,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,J. DEL POZO Women In Black Eau De Toilette Spray 100 ml,Neutral
59405,Women,Apparel,Topwear,Tops,Green,Fall,2012.0,Casual,Tokyo Talkies Women Green Top,Cool
44188,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Neutral
45866,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,Neutral
38432,Women,Accessories,Bags,Mobile Pouch,Red,Summer,2012.0,Casual,Baggit Women Red Affair Hoor Mobile Pouch,Warm
40528,Men,Accessories,Watches,Watches,White,Summer,2017.0,Formal,Titan Men White Dial Watch NB1956YL02,Neutral
10258,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,John Miller Men Line Navy Blue Trousers,Cool
18035,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Lino Perros Women Solid Red Handbag,Warm
48745,Men,Accessories,Jewellery,Bangle,Steel,Summer,2013.0,Casual,Revv Men Steel Bangle,Other
9462,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Check Shirt,Neutral
17841,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women City Court White Sports Shoe,Neutral
16993,Women,Accessories,Belts,Belts,Silver,Summer,2011.0,Casual,Puma Women Dizzy  Silver Belt,Metallic
49697,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Casual,Park Avenue Men Red Tie,Warm
18809,Men,Accessories,Belts,Belts,Olive,Summer,2011.0,Casual,Peter England Men Casual Olive Belt,Cool
23248,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Arrow Men Formal Brown Shoe,Warm
3964,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women Blue V Neck Party Top,Cool
51668,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Aviator Sunglasses LP217-C3,Warm
29772,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Men Red Striped Casual Shirt,Warm
48577,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012.0,Casual,Revv Men Steel Bracelet,Other
23846,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Galaxy Elite Sports Shoes,Neutral
9650,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Club Satin Purple Shirt,Cool
54128,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Rocia Women Silver Heels,Metallic
18207,Men,Accessories,Headwear,Caps,Red,Fall,2011.0,Casual,Manchester United Men Solid Red Cap,Warm
35923,Women,Accessories,Bags,Clutches,Brown,Summer,2012.0,Casual,Peperone Women Brown & Blue Clutch,Warm
26508,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2013.0,Casual,Arrow Sport Men Brown Trousers,Warm
8782,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling PC Purple Shirts,Cool
22994,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Charcoal,Summer,2016.0,Sports,2go Active Gear USA Men Charcoal Tiger Lounge Pants,Other
28492,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Urban Yoga Men Blue Shirt,Cool
50588,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Chromozome Men Blue Briefs,Cool
54914,Women,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Do u speak green Women Printed Cream T-shirt,Neutral
6618,Men,Apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Spykar Men Purple and white Check Shirt,Cool
42871,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,French Connection Women Red Clutch,Warm
15518,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Rockport Men Slatkin Grey Casual Shoes,Neutral
59637,Women,Apparel,Saree,Sarees,Maroon,Fall,2012.0,Ethnic,FNF Maroon & Green Collection For Wedding Sari,Warm
45268,Men,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G335,Warm
10856,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Men Black Polo Tshirts,Neutral
4973,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Yellow Kidswear,Warm
38600,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Cave T-shirt,Warm
25977,Women,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017.0,Casual,J.Del Pozo Ambar Women Perfume,Warm
4389,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Free Authority Men's Music Space Black T-shirt,Neutral
58523,Unisex,Accessories,Accessories,Travel Accessory,Yellow,Summer,2015.0,Casual,Wildcraft Unisex Yellow Travel Pouch,Warm
45892,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Men Silver Dial Watch,Metallic
39514,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2012.0,Casual,Peter England Unisex Black Laptop Bag,Neutral
52825,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Casual,Adrika Black & Green Earrings,Cool
44940,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Makhani Formal Shoes,Warm
24099,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals,Neutral
13429,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,United Colors of Benetton Men Printed Maroon Tshirts,Warm
43359,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Reebok Men Grey Ultimate Vibe Sports Shoes,Neutral
9496,Unisex,Accessories,Bags,Backpacks,Green,Fall,2011.0,Casual,Puma Unisex Traction Green Backpacks,Cool
49663,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,Neutral
19113,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,Neutral
28654,Unisex,Accessories,Headwear,Caps,Grey,Winter,2012.0,Casual,Nike Unisex Grey FCB Cap,Neutral
17089,Women,Accessories,Wallets,Wallets,Blue,Winter,2015.0,Casual,Lino Perros Women Blue Zip Blue Wallet,Cool
